"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.423755730E-1,2.057827413E-1,4.189533234E0,9.401699066E0,1.029497356E1
4.447619800E-1,1.124626622E-1,4.271188259E0,9.416056633E0,1.034010733E1
4.471483860E-1,3.828516230E-2,4.321437836E0,9.432806015E0,1.037565034E1
4.495348440E-1,-1.674975827E-2,4.342973232E0,9.461520195E0,1.041067056E1
4.519212510E-1,-5.024927482E-2,4.338187218E0,9.502198219E0,1.044577256E1
4.543076570E-1,-6.460621208E-2,4.304687977E0,9.552447319E0,1.047777468E1
4.566940630E-1,-5.503492057E-2,4.247260094E0,9.609874725E0,1.050675684E1
4.590804690E-1,-3.110669367E-2,4.165605068E0,9.657731056E0,1.051784210E1
4.614668760E-1,4.785645287E-3,4.062713623E0,9.691230774E0,1.050835947E1
4.638533340E-1,4.785645381E-2,3.940679789E0,9.707980156E0,1.047741028E1
4.662397400E-1,8.853443712E-2,3.789932013E0,9.724730492E0,1.043751916E1
4.686261460E-1,1.076770201E-1,3.653541088E0,9.770194054E0,1.043152188E1
4.710125530E-1,1.100698411E-1,3.540779352E0,9.866206169E0,1.048290313E1
4.733990110E-1,8.853443712E-2,3.457030535E0,1.000977516E1,1.059030204E1
4.757854170E-1,5.503492057E-2,3.392424345E0,1.019880867E1,1.074836127E1
4.781718230E-1,1.196411345E-2,3.330210924E0,1.042403316E1,1.094307614E1
4.805582300E-1,-3.349951655E-2,3.260818958E0,1.066331482E1,1.115080021E1
4.829446880E-1,-7.896314561E-2,3.179463148E0,1.088345432E1,1.133864185E1
4.853310940E-1,-1.316052526E-1,3.093321562E0,1.109671497E1,1.152054866E1
4.877175010E-1,-1.866401732E-1,3.002095222E0,1.128814125E1,1.168201794E1
4.901039070E-1,-2.368894368E-1,2.899203777E0,1.148195934E1,1.184469879E1
4.924903650E-1,-2.922234535E-1,2.791526794E0,1.166889858E1,1.200171698E1
4.948767710E-1,-3.568296731E-1,2.664707184E0,1.185314560E1,1.215421953E1
4.972631780E-1,-4.334000051E-1,2.533101797E0,1.201585770E1,1.228760662E1
4.996495840E-1,-5.219344497E-1,2.394019127E0,1.212862015E1,1.237364820E1
5.020359900E-1,-6.176473498E-1,2.257628202E0,1.218126202E1,1.240409278E1
5.044224480E-1,-7.181459069E-1,2.126022816E0,1.216929817E1,1.237447068E1
5.068088550E-1,-8.114659786E-1,2.003988981E0,1.210469151E1,1.229625981E1
5.091952610E-1,-8.931210637E-1,1.888834357E0,1.199432278E1,1.217493899E1
5.115816670E-1,-9.505487680E-1,1.790728688E0,1.185553932E1,1.202763754E1
5.139680730E-1,-9.840483069E-1,1.711765528E0,1.169282722E1,1.185835995E1
5.163545320E-1,-9.912267923E-1,1.647159338E0,1.151336479E1,1.167275603E1
