"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.292782840E-1,3.687040567E0,2.714956284E0,9.267701149E0,1.033709535E1
7.316647420E-1,3.804288864E0,2.774776936E0,9.317950249E0,1.044012441E1
7.340512010E-1,3.911965847E0,2.829811811E0,9.372985840E0,1.054344229E1
7.364376590E-1,4.014857292E0,2.875275612E0,9.451948166E0,1.066422116E1
7.388241170E-1,4.105784416E0,2.908775091E0,9.538089752E0,1.078395078E1
7.412105760E-1,4.187140465E0,2.927917719E0,9.638588905E0,1.090904412E1
7.435970340E-1,4.268795490E0,2.939881802E0,9.760622978E0,1.105148320E1
7.459834920E-1,4.352544308E0,2.944667339E0,9.892526627E0,1.120168696E1
7.483699510E-1,4.429114819E0,2.947060108E0,1.003131104E1,1.135470926E1
7.507564610E-1,4.500899315E0,2.944667339E0,1.019162941E1,1.152382187E1
7.531429190E-1,4.570291042E0,2.932703257E0,1.036869907E1,1.170462426E1
7.555293780E-1,4.632504463E0,2.918346405E0,1.054606628E1,1.188260735E1
7.579158360E-1,4.685146809E0,2.899203777E0,1.073509979E1,1.206641416E1
7.603022940E-1,4.730610371E0,2.877668381E0,1.093848991E1,1.226010650E1
7.626887530E-1,4.766502857E0,2.858525753E0,1.113739300E1,1.244717806E1
7.650752110E-1,4.790730000E0,2.844168901E0,1.132403278E1,1.262038467E1
7.674616690E-1,4.802694321E0,2.841775894E0,1.151336479E1,1.279449615E1
7.698481280E-1,4.797908306E0,2.844168901E0,1.168804169E1,1.295065787E1
7.722345860E-1,4.773980141E0,2.856132984E0,1.183161068E1,1.307422630E1
7.746210440E-1,4.744967461E0,2.868097067E0,1.198235893E1,1.320293992E1
7.770075030E-1,4.701896667E0,2.892025232E0,1.210947704E1,1.330830855E1
7.793939610E-1,4.646861553E0,2.932703257E0,1.219083309E1,1.337200367E1
7.817804190E-1,4.582255363E0,2.990130901E0,1.224108219E1,1.340828252E1
7.841668780E-1,4.520041943E0,3.061915636E0,1.226261806E1,1.342303648E1
7.865533360E-1,4.453042984E0,3.157927752E0,1.225783253E1,1.341851548E1
7.889398460E-1,4.383651257E0,3.277568817E0,1.222911835E1,1.339814134E1
7.913262530E-1,4.304687977E0,3.416352510E0,1.216929817E1,1.335266344E1
7.937127630E-1,4.235296249E0,3.576671600E0,1.208315659E1,1.329409595E1
7.960992210E-1,4.179962158E0,3.751646757E0,1.197039413E1,1.322260461E1
7.984856800E-1,4.144069672E0,3.919144392E0,1.184357452E1,1.314546552E1
8.008721380E-1,4.129712582E0,4.074677944E0,1.170000553E1,1.305938956E1
8.032585960E-1,4.134498596E0,4.211368084E0,1.153011513E1,1.295273155E1
8.056450550E-1,4.156033993E0,4.321437836E0,1.135035419E1,1.283658770E1
8.080315130E-1,4.189533234E0,4.405186653E0,1.116371441E1,1.271166305E1
